게시판분류,게시물제목,인쇄건수,이미지내려받기건수,pdf내려받기건수,페이스북공유클릭건수,트위터공유클릭건수,카카오톡공유클릭건수
대표홈페이지관리_소식정보_공지사항,2024년 상반기 부정수급 예방 퀴즈이벤트 안내,0,0,0,2,2,3
대표홈페이지관리_소식정보_공지사항,2024년 7월 부담금 및 대여상환금 고지 일정 안내,0,0,0,4,4,5
대표홈페이지관리_소식정보_공지사항,2024년 3분기 국내주식 거래 증권사 선정 결과 안내,0,0,0,4,4,5
대표홈페이지관리_소식정보_공지사항,사학연금지 지면 구독료 납부 신청 안내(재안내),0,0,0,2,2,3
대표홈페이지관리_소식정보_공지사항,2024년 사학연금 해외채권 해외운용사(펀드) 선정 결과 안내,0,0,0,4,4,5
대표홈페이지관리_소식정보_공지사항,공공기관 갑질에 대한 행동강령 위반행위 집중신고기간 안내,0,0,0,4,4,5
대표홈페이지관리_소식정보_공지사항,2024년 06월 사학연금 재해보상 NEWS 안내,0,0,0,4,4,5
대표홈페이지관리_소식정보_공지사항,2024년도 3분기 생활자금대여 이자율 안내,0,0,0,4,4,5
대표홈페이지관리_소식정보_공지사항,2024년 6월 말 퇴직자 대상 사전 급여청구제도 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 7월 기준소득월액 적용을 위한 2023년도 소득총액 신고 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 제2차 퇴직예정 교직원 퇴임대비연수 실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 6월 부담금 및 대여상환금 고지 일정 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,공·사연금 통합조회 이벤트 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 1차 교직원 퇴임대비 연수 실시 안내 ,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,재해보상급여제도 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 5월 생활자금(행복나눔)대여 예산 현황 안내(5. 27. 16:00 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 5월 부담금 및 대여상환금 고지 일정 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사립학교교직원연금공단 상임이사 초빙 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 4월 생활자금(행복나눔)대여 예산 현황 안내(4. 23. 09:00 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 7월 적용 기준소득월액 상한액 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년도 사학연금공단 상반기 정규직 및 계약직 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 4월 부담금 및 대여상환금 고지 일정 안내,0,0,0,1,0,0
대표홈페이지관리_소식정보_공지사항,"부조급여(사망조위금, 재난부조금) 청구 안내",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,급여심의회 연간 회의 일정 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년도 2분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항, 최태성과 함께하는 북콘서트 개최 및 유튜브 시청 안내 ,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 3월 생활자금(행복나눔)대여 예산 현황 안내(3.22. 00:00 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 사학연금 해외채권 자문운용사 선정 결과,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,제7기 고객정책자문단 선발 결과 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,급여청구서식 일부변경 및 첨부서류 간소화,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 대전회관 지하1층 편의시설 임대업체 선정 재입찰(2차) 공고,0,0,0,1,0,0
대표홈페이지관리_소식정보_공지사항,2024년 3월 부담금 및 대여상환금 고지 일정 안내,0,0,0,1,1,2
대표홈페이지관리_소식정보_공지사항,2024년 2월 생활자금(행복나눔)대여 예산 현황 안내(2.19. 10:00 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,제7기 고객정책자문단 모집 안내 [마감],0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,퇴직급여 사전청구 제도시행 안내 (2024년 2월말 퇴직교직원),0,0,0,0,1,2
대표홈페이지관리_소식정보_공지사항,인터넷 · 모바일 급여 청구 이벤트 실시 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,2024년도 연금전액정지 대상기관 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 1학기 국고학자금대여 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,생활자금(행복나눔)대여 및 상환기간조정 신청 홈페이지 개편에 따른 이용방법 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 2월 부담금 및 대여상환금 고지 일정 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,『 24.1.11.(목) 공단 창단기념일 휴무 안내 』,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년 1월 생활자금(행복나눔)대여 예산 소진에 따른 마감 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,정보화업무처리규칙 일부 개정 관련 의견 수렴,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년도 1분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년도 연금액 조정 및 정보변경 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,2024년도 생활자금대여 운영 계획 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금나눔기금 정기기부 약정 이벤트 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2024년도 생활자금대여 예산 운영 계획 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,[제휴복지] 제휴복지서비스 이용후기 작성 이벤트,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) 2023년 사학연금 재능나눔 캠페인 참여 안내(~12.06.),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,교직원 권리찾기 캠페인 시즌2☆ 12월 20일까지 참여자 스타벅스 기프티콘 전원 증정,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 연금소득 연말정산 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) [10.16.(월)~10.17.(화) 국립청소년우주센터] 재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) 12월 재직 교원 마음 건강증진을 위한 「내 마음 쓰담쓰담 캠프」 참가 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,[모집완료] 연금수급자 시니어 자격교육 실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,「교직원 권리찾기 캠페인」 2차 경품 지급 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 연금소득 연말정산 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,자산관리 및 세무 특강 실시 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) 11월 재직 교원 마음 건강증진을 위한 「내 마음 쓰담쓰담 캠프」 참가 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) [3차 비대면 교육] 「귀농귀촌 아카데미」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 사학연금 VC 블라인드펀드 위탁운용사 선정 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 재난대응 안전한국훈련 대국민 참여 이벤트 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,「교직원 권리찾기 캠페인」 간편신청하고 스타벅스 커피도 받아가자!(~12/20) ★ 캠페인 기간 연장,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 10월 생활자금대여 마감 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) 산림복지전문가 일자리 체험 과정 참여자 모집 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023 사학연금 가입의료기관 교직원 ESG 경영 우수사례 공모전,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 4분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 제1회 교육컨텐츠 영상 제작 아이디어 공모전 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 10월 생활자금대여 시행 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,연금수급자 정보변경 이벤트,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료)  [2차 비대면 교육] 「귀농귀촌 아카데미」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,TP 상호 존중의 날 & 익명 신고 모의훈련 이벤트 당첨자 발표,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,「교직원 권리찾기 캠페인」 간편신청하고 숨은 내 연금 찾고 스타벅스 커피도 받아가자!(전원 증정) ,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 9월 생활자금대여 마감 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 생활자금대여 예산 운영 세부 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,「교직원 권리찾기 캠페인」 간편신청하고 숨은 내 연금 찾고 스타벅스 커피도 받아가자!(전원 증정),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,부패행위 '익명 신고 모의훈련' 및 설문조사 이벤트 안내 (★오늘 단 하루★),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 4차 퇴직예정 교직원 퇴임대비 연수 실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) [10.14.(토)~10.15.(일) 국립청소년해양센터] 재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 생활자금대여 예산 운영 세부 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,「경영전략체계 설문조사 이벤트」 참여 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,[추가모집] 퇴직 후 인생 2막 설계를 위한 2023년 「농촌에서 살아보기」 참가 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) [9.23.(토)~9.24.(일) 국립청소년농생명센터] 재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,무기계약직 직원 사학연금법 확대 적용 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) [비대면 교육] 퇴직 후 인생 2막 설계를 위한 「귀농귀촌 아카데미」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) [9.16.(토)~9.17.(일) 국립청소년미래환경센터] 재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,1,2
대표홈페이지관리_소식정보_공지사항,(모집완료) 퇴직 후 인생 2막 설계를 위한 2023년 「농촌에서 살아보기」 참가 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) 퇴직 후 인생 2막 설계를 위한 「귀농귀촌 아카데미」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 2학기 국고학자금대여 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,퇴직급여 사전청구 제도 시행 안내(2023년 8월말 퇴직교직원),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,집중 호우 피해 교직원을 위한 재난부조금 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 8월 부담금 및 대여상환금 고지 일정 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 3차 퇴직예정 교직원 퇴임대비 연수 실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 사학연금 국내 PEF 블라인드펀드 위탁운용사 선정 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,[이벤트] 서비스 접근성 강화를 위한 설문조사 이벤트 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"2023년도 사학연금 하반기 채용 채용 공고(공무직(비서), 전문직 및 연구직, 체험형 청년인턴)",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) [8.12.(토)~8.13.(일) 국립중앙청소년수련원] 재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(모집완료) [8.9.(수)~8.10.(목) 국립평창청소년수련원] 재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 3분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"	2023년 상반기 사학연금 부정수급 집중신고기간 운영안내",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"부조급여(사망조위금, 재난부조금) 청구 안내",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 퇴직예정교직원 스마트한 신용관리 비대면 교육 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 1차 퇴직예정 교직원 퇴임대비 연수 실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,연금수급증 발급 재안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 윤리의 날 맞이 사학연금 윤리서한문 공유,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 7월 기준소득월액 적용을 위한 2022년도 소득총액 신고 안내,0,0,0,1,0,0
대표홈페이지관리_소식정보_공지사항,TP교육센터 5월 연금업무담당자 연금 실무 아카데미(대면) 개최,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 사학연금 국민참여홍보단(On세상·On라인) 모집 안내,0,0,0,1,2,3
대표홈페이지관리_소식정보_공지사항,근로자의 날(5.1) 휴무 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,TP교육센터 5월 교육 프로그램 안내 ,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 인스타그램(쓰담달리기 캠페인) 이벤트 결과발표,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사립학교교직원연금공단 이사장 초빙 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,공단 홈페이지 순단 안내,0,0,0,1,0,0
대표홈페이지관리_소식정보_공지사항,2023년도 2분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2019년 8월말 퇴직교직원 퇴직급여 사전청구 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 3월 부담금 및 대여상환금 고지 일정 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,신규(재)임용시 필수제출서류 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,국고학자금대여 신청화면 개편에 따른 신청방법 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(마감) 2023년 제6기 고객정책자문단 모집 안내,0,0,0,2,1,1
대표홈페이지관리_소식정보_공지사항,[안내] 공동인증서 보안모듈 수동 설치 방법 안내,0,0,0,37,36,36
대표홈페이지관리_소식정보_공지사항,2023년도 연금전액정지 대상기관 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,퇴직급여 사전청구 제도 시행 안내(2023년 2월말 퇴직교직원),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,연금지급정지 관련 2023년도 적용 기준금액 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 퇴직교직원 봉사단 가입 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년 2월 부담금 및 대여상환금 고지 일정 안내 ,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,연금소득 연말정산 자동조회 방법 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항, 임용 전 복무기간 산입 '간편신청 제도' 운영 (23.01.17.~01.24.),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 합산반납금 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"[당첨안내] 마음에 드는 부분 캡쳐하고, 치킨세트 받으세요! 이벤트 당첨자 명단 발표",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 월간 「사학연금」 독자 설문조사 이벤트 당첨자 명단 발표,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,2023년 생활자금대여 운영 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 연금월액 조정 및 정보변경 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,센터 점심시간 휴무제 안내(2023.1.1.부터),0,0,0,3,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 1분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 홍보성과 측정 이벤트 당첨자 발표,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"[이벤트] 마음에 드는 부분 캡쳐하고, 치킨세트 받으세요! ",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 사학연금 직무상 재해예방 우수사례 공모전 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"[PC] 공단 홈페이지 팝업창 차단 해제 방법 (크롬, 엣지, 사파리) _2024. 1. 5. 업데이트",0,0,0,25,7,8
대표홈페이지관리_소식정보_공지사항,2022년 홍보성과 측정 설문조사 및 이벤트 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,인터넷 회원가입방법 변경안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 퇴직(예정)교직원 자산관리&세무 비대면 교육 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 생활자금대여 신청마감 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 12월 부담금 및 대여상환금 고지 일정 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022 연금소득 연말정산 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,[Coming Soon] 이제 사학연금을 카카오톡에서 만나보세요!,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,홈페이지&모바일앱 개선 안내 (고객 의견 반영),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2023년도 사립학교교직원연금공단 해외주식 거래기관 선정 결과,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 한시적 생활자금 공제대여 실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"부조급여(사망조위금, 재난부조금) 청구 안내",0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,행복나눔대여 제도 및 신청방법 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,재해교직원 「직무상요양승인 직접청구제도」 도입 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 청렴 영상 시청 이벤트 안내,0,0,0,2,2,3
대표홈페이지관리_소식정보_공지사항,(마감)산림복지전문가 일자리 체험 과정 안내 및 참여자 모집 공지,0,0,0,1,0,0
대표홈페이지관리_소식정보_공지사항,"2022년도 하반기 사립학교교직원연금공단 채용 공고 안내(정규직(고졸), 전문직, 특정업무원)",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"2022년도 사학연금 정규직(고졸), 전문직 및 특정업무원 채용 공고",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 창립50주년 대비 공모전 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,2022년 하반기 2차 퇴임대비 교직원 연수 실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"2022년도 사학연금 정규직(장애, 보훈) 채용 공고",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,생활자금대여 직접신청실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년도 사립학교교직원연금공단 해외주식 위탁운용사 선정 결과,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항, 2022년도 4/4분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,폭우 및 태풍(힌남노) 피해에 따른 재난부조금 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년도 사립학교교직원연금공단 국내주식형 위탁운용사 선정공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 하반기 퇴임대비 교직원 연수 실시 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,시간선택제 교직원 및 유치원 방과후교사에 대한 「사학연금법」 확대 적용 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 추석 명절 청탁금지법 바로알기,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년도 2학기 국고학자금대여 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,퇴직급여 사전청구 안내(2022년 8월말 퇴직교직원),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,[휴가철 및 연금업무 집중기] 비위행위 근절을 위한 '집중신고기간' 운영 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,2022년 사학연금 국내 PEF 블라인드펀드 위탁운용사 선정 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,퇴직 후 인생2막 설계를 위한 「귀농귀촌 아카데미」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022.8.1. 직제개편에 따른 연금업무 소관부서 변경 사전 안내,0,0,0,2,1,2
대표홈페이지관리_소식정보_공지사항,2022년 8월 부담금 및 대여상환금 고지 일정 안내 ,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,2,3
대표홈페이지관리_소식정보_공지사항,2022년도 3/4분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,대여상환금 (일시/부분 상환)납부서 발급방법 개선 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 7월 적용 기준소득월액 상한액 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,재직자를 위한 「가족과 함께하는 현장체험」 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 상반기 사학연금 부정수급 집중신고기간 운영 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 평생안심 통장 확대 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 상반기 퇴임대비 교직원 연수 실시 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 사학연금 국민참여홍보단 On세상 On라인 최종 합격자 발표,0,0,0,1,0,0
대표홈페이지관리_소식정보_공지사항,「경영전략 설문조사 이벤트」 참여 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,[제 41회 5월 15일 스승의 날 기념] 사학연금과 함께하는 '감사' 퀴즈 이벤트 당첨 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 사학연금 국민참여홍보단-On세상·On라인(유튜브 단원 모집기간 연장),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,[제 41회 5월 15일 스승의 날 기념] 축하드리고 감사합니다!,0,0,0,0,1,0
대표홈페이지관리_소식정보_공지사항,전산시스템 일시 점검 안내(5.13(금) 19:00 ~ 5.15(일) 24:00),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년도 사학연금공단 정규직 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 사학연금 국민참여홍보단 On세상 On라인 모집 안내(모집기간 연장),0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,전자서명인증시스템(공동인증서) 04월 정기점검 안내,0,0,0,1,2,1
대표홈페이지관리_소식정보_공지사항,2021년 2/4분기 생활자금대여 이자율 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"경북, 강원지역 화재피해에 따른 재난부조금 신청 안내",0,0,0,1,1,2
대표홈페이지관리_소식정보_공지사항,2022년도 2/4분기 생활자금대여 이자율 안내,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 홍보영상 이벤트 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,홈페이지 메인 리뉴얼 안내 ,0,0,0,0,1,1
대표홈페이지관리_소식정보_공지사항,연금 관련 민원 업무 팩스 번호 안내,0,0,0,30,11,12
대표홈페이지관리_소식정보_공지사항,2022년 사학연금연구 외부연구지원 공모 ,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"퇴직자 대여(국고학자금, 생활자금) 미상환잔액 상환 안내",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,(마감)2022년 사학연금 제5기 고객정책자문단 모집 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,"간편인증서(민간인증)을 통한 대여, 급여 등 신청 안내",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년 2월 부담금 및 대여상환금 고지 일정 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,퇴직급여 사전청구 안내(2022년 2월말 퇴직교직원),0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,"[긴급해결] 엣지, 크롬 브라우저 로그인 접속 불가 해결 방법 안내",0,0,0,2,1,2
대표홈페이지관리_소식정보_공지사항,2022년 사학연금 반부패·청렴정책 설문조사 이벤트 당첨자 발표 ,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년도 1학기 국고학자금대여 신청 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 제휴복지 현황 안내(22년 1월 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,연말정산 소득공제 자료 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년도 생활자금대여 대여한도 등 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2022년도 1/4분기 생활자금대여 이자율 안내 ,0,0,0,0,1,2
대표홈페이지관리_소식정보_공지사항,2022년도 연금액 조정 및 정보변경 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,퇴직급여 사전청구 안내(2021년 12월말 퇴직교직원),0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2021년도 연금소득 연말정산 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 홈페이지(모바일) 개편 오픈 이벤트 당첨자 발표,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,「퇴직급여 바로알기」 퀴즈 이벤트 실시,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,사학연금 홈페이지(모바일) 개편 오픈 이벤트,0,0,0,1,0,1
대표홈페이지관리_소식정보_공지사항,"급여환수 웹툰 ""사연TOON""  독자 이벤트",0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2021년도 공공기관 고객만족도 조사(PCSI) 관련 개인정보 제3자 제공사항 알림,0,0,0,0,1,0
